State,County,Crash_Date,Crash_Time,Day_of_Week,Location_Type,Weather_Conditions,Road_Condition,Number_of_Vehicles,Vehicle_Type_1,Vehicle_Type_2,EV_Indicator_1,EV_Indicator_2,Driver_Age_1,Driver_Age_2,Driver_Gender_1,Driver_Gender_2,Crash_Severity,Crash_Cause,Fatalities,Injuries,Alcohol_Involvement,Speeding,Police_Report_Filed,Vehicle_Make_1,Vehicle_Make_2,Year_of_Vehicle_1,Year_of_Vehicle_2,Crash_Year
HI,County 30,8/23/22,21:52,Friday,Urban,Clear,Gravel,3,Truck,EV,No,Yes,73,23.0,Female,Female,No Injury,Weather,0,0,No,No,Yes,Audi,BMW,2015,2010.0,2022
PA,County 68,6/7/20,17:34,Friday,Urban,Fog,Wet,4,EV,Sedan,Yes,No,61,24.0,Female,Female,Fatal,Weather,4,4,No,No,Yes,BMW,Hyundai,2006,2016.0,2020
NC,County 57,4/21/22,6:33,Monday,Rural,Clear,Gravel,4,Sedan,SUV,No,No,46,67.0,Male,Male,Fatal,Fatigue,5,9,Yes,No,Yes,Hyundai,Hyundai,2003,2004.0,2022
TN,County 70,12/7/22,20:24,Sunday,Urban,Windy,Wet,1,Motorcycle,,No,,16,,Female,,No Injury,Fatigue,0,0,Yes,Yes,Yes,Audi,,2018,,2022
NM,County 100,10/27/20,18:35,Tuesday,Residential,Windy,Construction Zone,2,SUV,Truck,No,No,71,54.0,Female,Male,Severe Injury,Fatigue,0,5,Yes,No,No,Nissan,Audi,2016,2019.0,2020
ND,County 94,4/6/21,6:21,Wednesday,Residential,Clear,Gravel,4,SUV,Sedan,No,No,37,43.0,Male,Female,Minor Injury,Distracted Driving,0,0,Yes,No,No,Toyota,Nissan,2004,2020.0,2021
SC,County 78,10/15/23,23:14,Friday,Highway,Snow,Icy,1,Truck,,No,,63,,Male,,Fatal,Speeding,2,1,No,No,Yes,Tesla,,2004,,2023
TN,County 42,4/10/20,6:25,Friday,Residential,Clear,Icy,4,EV,EV,Yes,Yes,25,20.0,Female,Female,No Injury,Weather,0,0,Yes,Yes,Yes,Honda,Honda,2011,2013.0,2020
KY,County 53,8/26/22,18:51,Wednesday,Urban,Rain,Gravel,4,Truck,Sedan,No,No,24,71.0,Male,Male,Minor Injury,Mechanical Failure,0,0,Yes,No,Yes,Tesla,Nissan,2018,2015.0,2022
VA,County 21,5/16/23,22:42,Tuesday,Residential,Rain,Dry,5,Motorcycle,EV,No,Yes,42,20.0,Male,Male,Minor Injury,Weather,0,0,No,No,Yes,Chevrolet,Chevrolet,2005,2009.0,2023
CA,County 71,12/11/21,20:47,Wednesday,Rural,Windy,Gravel,4,Sedan,Motorcycle,No,No,42,54.0,Female,Female,No Injury,Fatigue,0,0,No,No,Yes,Tesla,Nissan,2023,2020.0,2021
OH,County 37,8/24/23,2:58,Saturday,Residential,Snow,Construction Zone,1,Motorcycle,,No,,24,,Female,,Fatal,Distracted Driving,0,2,Yes,Yes,Yes,BMW,,2018,,2023
TN,County 37,7/21/20,7:50,Sunday,Highway,Snow,Gravel,4,Sedan,EV,No,Yes,48,42.0,Female,Female,Minor Injury,Speeding,0,0,Yes,Yes,No,Honda,Chevrolet,2006,2000.0,2020
NV,County 82,12/13/21,23:01,Friday,Residential,Rain,Dry,5,SUV,Motorcycle,No,No,64,73.0,Female,Male,No Injury,Mechanical Failure,0,0,No,No,Yes,Toyota,Ford,2010,2023.0,2021
KS,County 36,12/22/20,1:08,Sunday,Rural,Rain,Wet,3,EV,EV,Yes,Yes,21,25.0,Male,Female,No Injury,Weather,0,0,Yes,No,No,Nissan,Kia,2023,2000.0,2020
SC,County 10,11/1/21,4:40,Wednesday,Highway,Fog,Dry,3,Truck,Sedan,No,No,37,43.0,Male,Female,Fatal,Mechanical Failure,2,6,No,No,No,Ford,BMW,2001,2003.0,2021
KS,County 63,9/19/20,12:13,Monday,Highway,Fog,Construction Zone,3,Truck,EV,No,Yes,36,39.0,Female,Female,No Injury,Distracted Driving,0,0,Yes,No,Yes,Toyota,Chevrolet,2017,2010.0,2020
WV,County 43,12/4/21,2:46,Saturday,Rural,Snow,Icy,3,EV,Motorcycle,Yes,No,77,34.0,Male,Male,Fatal,Distracted Driving,3,3,Yes,Yes,No,Nissan,Honda,2012,2023.0,2021
CO,County 48,11/7/23,15:18,Friday,Rural,Rain,Icy,1,Sedan,,No,,49,,Female,,No Injury,Weather,0,0,No,Yes,Yes,Ford,,2022,,2023
PA,County 42,8/7/21,7:28,Thursday,Residential,Fog,Dry,5,SUV,Sedan,No,No,63,80.0,Male,Male,Fatal,Fatigue,5,8,No,Yes,Yes,Honda,Chevrolet,2018,2002.0,2021
CA,County 33,4/13/21,13:30,Friday,Residential,Rain,Dry,1,Motorcycle,,No,,25,,Female,,Fatal,Speeding,4,10,No,No,No,Honda,,2004,,2021
NJ,County 7,4/12/22,20:35,Saturday,Urban,Rain,Gravel,5,SUV,SUV,No,No,25,63.0,Female,Male,Severe Injury,Speeding,0,6,Yes,Yes,Yes,Chevrolet,Toyota,2005,2016.0,2022
MI,County 83,11/16/23,10:58,Saturday,Urban,Snow,Wet,2,Truck,Sedan,Yes,No,28,53.0,Male,Male,No Injury,Mechanical Failure,0,0,No,Yes,Yes,Nissan,Tesla,2008,2010.0,2023
OR,County 19,2/9/20,3:55,Thursday,Residential,Rain,Wet,5,SUV,SUV,No,No,33,33.0,Female,Male,Fatal,Distracted Driving,1,9,Yes,Yes,Yes,Toyota,Nissan,2012,2004.0,2020
CT,County 85,6/11/23,1:54,Monday,Urban,Rain,Icy,5,Truck,SUV,No,No,44,28.0,Male,Male,Severe Injury,Distracted Driving,0,2,No,Yes,Yes,Ford,Chevrolet,2023,2019.0,2023
NE,County 87,8/3/21,10:08,Tuesday,Highway,Rain,Construction Zone,4,Truck,Truck,No,No,72,70.0,Male,Male,Minor Injury,Weather,0,0,No,No,Yes,Honda,Ford,2023,2001.0,2021
PA,County 46,5/21/21,13:48,Thursday,Residential,Rain,Icy,5,EV,Truck,Yes,No,38,76.0,Male,Female,No Injury,Speeding,0,0,No,Yes,No,BMW,Nissan,2010,2018.0,2021
LA,County 63,3/9/22,5:23,Sunday,Rural,Windy,Dry,5,Motorcycle,Motorcycle,Yes,No,54,29.0,Female,Female,Minor Injury,DUI,0,0,Yes,No,No,Ford,Honda,2014,2008.0,2022
MT,County 56,10/12/21,21:14,Wednesday,Rural,Windy,Construction Zone,4,SUV,EV,No,Yes,59,47.0,Male,Female,Severe Injury,Fatigue,0,6,No,Yes,No,Tesla,Nissan,2015,2002.0,2021
NJ,County 83,11/30/23,13:12,Saturday,Rural,Snow,Icy,2,Truck,Motorcycle,Yes,No,58,80.0,Female,Male,Fatal,Mechanical Failure,0,6,Yes,No,No,Kia,Chevrolet,2019,2019.0,2023
WI,County 70,9/8/23,2:26,Monday,Highway,Rain,Construction Zone,1,Sedan,,No,,66,,Male,,No Injury,Speeding,0,0,Yes,Yes,Yes,Audi,,2006,,2023
MO,County 8,8/23/22,22:10,Sunday,Urban,Clear,Icy,5,EV,Motorcycle,Yes,No,77,18.0,Male,Female,Minor Injury,Weather,0,0,Yes,Yes,Yes,Tesla,Honda,2012,2006.0,2022
MD,County 99,6/24/22,12:11,Wednesday,Highway,Rain,Construction Zone,2,Motorcycle,Truck,Yes,No,60,67.0,Male,Male,Fatal,Mechanical Failure,1,9,No,Yes,Yes,BMW,Kia,2008,2016.0,2022
CO,County 86,8/12/20,5:41,Thursday,Residential,Snow,Construction Zone,4,Sedan,EV,No,Yes,68,73.0,Male,Female,Severe Injury,DUI,0,5,Yes,Yes,Yes,Tesla,BMW,2003,2005.0,2020
WY,County 74,2/26/20,3:25,Sunday,Rural,Windy,Construction Zone,3,EV,Sedan,Yes,No,26,40.0,Male,Male,Minor Injury,Distracted Driving,0,0,Yes,No,No,Audi,Chevrolet,2021,2008.0,2020
CT,County 37,4/3/20,18:34,Sunday,Highway,Clear,Dry,1,Motorcycle,,No,,79,,Male,,Fatal,Speeding,2,8,Yes,Yes,No,Toyota,,2009,,2020
VA,County 76,9/19/23,21:05,Sunday,Urban,Clear,Icy,2,Sedan,SUV,Yes,No,69,69.0,Male,Female,Fatal,Fatigue,0,9,Yes,Yes,No,Ford,Tesla,2006,2008.0,2023
WV,County 43,9/11/21,17:16,Tuesday,Urban,Rain,Icy,2,Sedan,Motorcycle,No,No,23,77.0,Male,Female,Fatal,DUI,4,6,Yes,Yes,No,Audi,Tesla,2022,2002.0,2021
DE,County 27,10/3/20,22:06,Friday,Highway,Clear,Wet,3,Motorcycle,Sedan,No,No,36,27.0,Female,Male,Fatal,DUI,4,7,No,No,Yes,Audi,Tesla,2019,2006.0,2020
NM,County 66,1/24/22,15:24,Wednesday,Residential,Rain,Construction Zone,1,SUV,,No,,26,,Male,,No Injury,Distracted Driving,0,0,Yes,No,Yes,Kia,,2009,,2022
TN,County 20,8/31/20,11:18,Monday,Urban,Rain,Dry,3,SUV,Truck,No,No,22,68.0,Female,Male,No Injury,Speeding,0,0,No,No,No,Nissan,Ford,2010,2005.0,2020
NY,County 95,9/30/21,2:00,Tuesday,Highway,Snow,Gravel,1,Motorcycle,,No,,51,,Female,,No Injury,Mechanical Failure,0,0,No,Yes,Yes,Toyota,,2011,,2021
SD,County 90,11/28/21,13:28,Wednesday,Residential,Rain,Icy,3,EV,Truck,Yes,No,34,39.0,Female,Male,No Injury,DUI,0,0,No,No,Yes,Nissan,BMW,2011,2000.0,2021
AL,County 61,2/16/20,21:02,Monday,Highway,Snow,Dry,2,Sedan,Motorcycle,No,No,69,39.0,Female,Male,No Injury,Speeding,0,0,Yes,Yes,No,BMW,Hyundai,2019,2001.0,2020
WI,County 13,9/22/22,4:34,Tuesday,Urban,Fog,Gravel,2,SUV,EV,No,Yes,30,31.0,Female,Male,Severe Injury,DUI,0,2,Yes,Yes,Yes,Hyundai,Ford,2009,2000.0,2022
NM,County 42,11/14/20,16:12,Wednesday,Highway,Clear,Dry,3,Sedan,Sedan,No,No,50,73.0,Male,Male,Minor Injury,Speeding,0,0,Yes,Yes,No,Toyota,Nissan,2006,2010.0,2020
NH,County 19,12/3/20,20:33,Friday,Rural,Clear,Gravel,3,Sedan,Truck,No,No,78,21.0,Female,Male,Fatal,DUI,4,0,Yes,Yes,No,Tesla,Kia,2009,2022.0,2020
KS,County 39,6/7/20,19:21,Sunday,Rural,Windy,Dry,3,Truck,Motorcycle,No,No,68,74.0,Female,Male,Fatal,DUI,0,10,Yes,Yes,No,Chevrolet,Nissan,2015,2017.0,2020
AK,County 87,4/10/21,14:35,Friday,Urban,Rain,Dry,2,EV,Motorcycle,Yes,No,48,46.0,Female,Male,Minor Injury,Distracted Driving,0,0,No,No,No,Nissan,Kia,2018,2009.0,2021
AK,County 70,7/23/21,5:36,Saturday,Urban,Fog,Construction Zone,4,EV,Sedan,Yes,No,54,61.0,Male,Female,Fatal,Mechanical Failure,0,0,No,No,No,Audi,Chevrolet,2007,2014.0,2021
MS,County 57,3/29/20,2:25,Wednesday,Rural,Fog,Gravel,1,SUV,,No,,69,,Male,,Minor Injury,Weather,0,0,Yes,Yes,No,Chevrolet,,2020,,2020
IL,County 62,3/27/22,19:39,Tuesday,Residential,Snow,Icy,3,Motorcycle,Motorcycle,Yes,No,39,57.0,Male,Female,Severe Injury,DUI,0,2,No,Yes,Yes,Honda,Hyundai,2000,2001.0,2022
NJ,County 91,9/15/20,9:07,Saturday,Highway,Snow,Wet,4,EV,Sedan,Yes,No,57,59.0,Female,Female,Minor Injury,Weather,0,0,Yes,No,Yes,Audi,Kia,2012,2000.0,2020
HI,County 48,7/15/22,1:15,Sunday,Rural,Rain,Wet,5,Truck,EV,Yes,Yes,53,61.0,Male,Male,Fatal,Distracted Driving,5,8,Yes,No,Yes,Toyota,Honda,2000,2004.0,2022
MT,County 24,11/14/23,19:38,Monday,Residential,Rain,Dry,4,Truck,SUV,Yes,No,33,32.0,Male,Female,Fatal,Mechanical Failure,3,8,Yes,Yes,No,Chevrolet,Kia,2005,2012.0,2023
IN,County 61,1/11/20,12:14,Tuesday,Highway,Clear,Wet,1,SUV,,No,,36,,Male,,Minor Injury,Weather,0,0,No,Yes,Yes,Ford,,2001,,2020
TX,County 75,4/9/20,3:36,Tuesday,Rural,Rain,Icy,5,SUV,Motorcycle,No,No,78,26.0,Male,Male,Fatal,Fatigue,0,2,No,No,Yes,BMW,Ford,2005,2010.0,2020
VA,County 87,7/29/21,22:31,Monday,Highway,Snow,Construction Zone,3,Sedan,Motorcycle,Yes,No,34,45.0,Male,Female,Minor Injury,Fatigue,0,0,Yes,Yes,Yes,Tesla,BMW,2020,2020.0,2021
OH,County 99,6/3/20,9:21,Thursday,Highway,Fog,Icy,2,Motorcycle,Sedan,Yes,No,31,53.0,Female,Male,Fatal,Speeding,5,7,No,No,No,BMW,Nissan,2001,2011.0,2020
NM,County 83,5/6/22,2:08,Monday,Rural,Windy,Dry,3,Motorcycle,EV,No,Yes,23,68.0,Male,Male,Severe Injury,DUI,0,3,Yes,Yes,No,Audi,Hyundai,2021,2014.0,2022
SD,County 55,2/22/21,10:15,Tuesday,Rural,Rain,Gravel,1,EV,,Yes,,61,,Male,,Fatal,DUI,3,10,No,No,No,Chevrolet,,2015,,2021
GA,County 78,9/30/21,6:01,Monday,Urban,Rain,Gravel,3,SUV,EV,Yes,Yes,35,47.0,Male,Male,Severe Injury,Distracted Driving,0,6,No,No,No,Kia,Chevrolet,2004,2015.0,2021
OH,County 92,6/12/21,3:31,Saturday,Rural,Fog,Gravel,3,EV,Sedan,Yes,No,59,42.0,Male,Male,Fatal,Speeding,2,10,Yes,No,No,Ford,BMW,2012,2009.0,2021
NH,County 29,1/25/22,2:51,Tuesday,Residential,Rain,Icy,3,Truck,SUV,No,No,47,78.0,Female,Female,Minor Injury,Mechanical Failure,0,0,No,No,No,Hyundai,Audi,2016,2009.0,2022
HI,County 22,7/24/21,18:18,Saturday,Highway,Clear,Dry,3,Motorcycle,SUV,No,No,56,16.0,Female,Male,No Injury,Distracted Driving,0,0,No,No,Yes,Ford,Toyota,2013,2004.0,2021
NE,County 92,10/5/22,5:38,Tuesday,Highway,Clear,Construction Zone,4,EV,SUV,Yes,No,48,50.0,Male,Male,Severe Injury,Weather,0,1,No,No,No,Toyota,Ford,2004,2006.0,2022
NY,County 60,1/31/23,22:59,Sunday,Urban,Snow,Icy,4,EV,Motorcycle,Yes,No,33,63.0,Male,Female,Fatal,Mechanical Failure,0,3,Yes,Yes,Yes,Honda,Audi,2017,2021.0,2023
GA,County 100,5/12/21,6:28,Saturday,Rural,Clear,Construction Zone,3,Truck,Sedan,No,No,66,78.0,Female,Female,Fatal,Mechanical Failure,1,6,Yes,Yes,No,Chevrolet,Toyota,2003,2002.0,2021
GA,County 4,4/10/20,23:43,Friday,Highway,Windy,Icy,2,Motorcycle,Truck,No,No,42,42.0,Male,Female,No Injury,Fatigue,0,0,No,Yes,Yes,Hyundai,Kia,2012,2015.0,2020
SD,County 11,11/29/23,6:24,Monday,Highway,Snow,Construction Zone,3,Motorcycle,EV,No,Yes,33,19.0,Female,Female,Minor Injury,Weather,0,0,Yes,Yes,Yes,Ford,Honda,2019,2011.0,2023
CO,County 73,3/16/21,11:03,Sunday,Urban,Clear,Dry,3,Truck,Motorcycle,No,No,30,76.0,Female,Male,Fatal,DUI,4,8,Yes,No,No,Tesla,Toyota,2009,2001.0,2021
CA,County 45,4/10/22,12:57,Friday,Highway,Clear,Wet,3,SUV,EV,No,Yes,29,51.0,Male,Female,Minor Injury,Mechanical Failure,0,0,No,No,Yes,Chevrolet,Toyota,2019,2020.0,2022
ND,County 41,2/20/22,9:28,Monday,Residential,Fog,Construction Zone,3,Sedan,Sedan,No,No,20,35.0,Female,Male,No Injury,Weather,0,0,Yes,No,Yes,BMW,Tesla,2003,2011.0,2022
MO,County 55,11/25/22,13:07,Monday,Residential,Fog,Gravel,3,EV,EV,Yes,Yes,41,41.0,Male,Female,Fatal,Mechanical Failure,0,5,Yes,No,Yes,Nissan,Chevrolet,2008,2011.0,2022
CA,County 76,12/13/21,13:20,Thursday,Rural,Windy,Icy,2,Truck,SUV,Yes,No,47,36.0,Female,Male,No Injury,Mechanical Failure,0,0,Yes,Yes,No,Audi,Nissan,2017,2001.0,2021
OH,County 35,5/21/22,13:35,Thursday,Rural,Clear,Wet,1,SUV,,Yes,,59,,Male,,Severe Injury,Mechanical Failure,0,2,No,No,No,Kia,,2017,,2022
IA,County 33,10/10/21,2:40,Wednesday,Urban,Rain,Icy,2,EV,Truck,Yes,No,54,70.0,Male,Male,Fatal,Weather,3,3,Yes,No,Yes,Toyota,Audi,2007,2017.0,2021
HI,County 62,8/31/22,15:29,Saturday,Urban,Clear,Construction Zone,3,SUV,Truck,Yes,No,32,77.0,Female,Male,Fatal,Weather,0,0,No,Yes,Yes,Tesla,Toyota,2004,2022.0,2022
GA,County 25,8/27/21,21:18,Thursday,Rural,Clear,Icy,4,Motorcycle,Motorcycle,Yes,No,28,70.0,Male,Female,Fatal,Mechanical Failure,2,9,No,No,No,BMW,Audi,2013,2009.0,2021
ND,County 31,2/2/21,9:49,Wednesday,Urban,Clear,Construction Zone,3,SUV,SUV,No,No,52,33.0,Female,Female,Severe Injury,Mechanical Failure,0,9,Yes,Yes,Yes,Tesla,Kia,2002,2008.0,2021
SC,County 91,1/28/20,14:01,Wednesday,Highway,Fog,Wet,4,Sedan,Sedan,Yes,No,58,79.0,Male,Male,Minor Injury,Speeding,0,0,Yes,Yes,Yes,BMW,Ford,2013,2000.0,2020
FL,County 52,12/15/21,17:36,Saturday,Rural,Snow,Gravel,3,EV,Motorcycle,Yes,No,42,44.0,Female,Female,Severe Injury,Distracted Driving,0,7,Yes,Yes,Yes,Honda,Kia,2012,2015.0,2021
KY,County 50,5/11/21,22:32,Thursday,Residential,Snow,Wet,2,Sedan,SUV,No,No,27,79.0,Male,Female,No Injury,Distracted Driving,0,0,Yes,Yes,No,BMW,Hyundai,2010,2008.0,2021
PA,County 22,10/17/22,21:08,Wednesday,Urban,Clear,Dry,2,Sedan,EV,No,Yes,66,22.0,Male,Female,No Injury,Speeding,0,0,No,Yes,Yes,Hyundai,Nissan,2008,2006.0,2022
NY,County 15,3/31/22,20:12,Saturday,Urban,Rain,Wet,3,Motorcycle,SUV,No,No,64,41.0,Male,Male,Fatal,Speeding,5,0,Yes,Yes,Yes,Hyundai,Audi,2016,2003.0,2022
MD,County 69,4/1/20,5:33,Saturday,Rural,Snow,Icy,1,Truck,,No,,39,,Male,,Severe Injury,Speeding,0,4,Yes,No,No,BMW,,2002,,2020
NE,County 51,12/14/20,17:58,Saturday,Urban,Windy,Dry,2,SUV,Motorcycle,No,No,24,60.0,Female,Female,Minor Injury,Mechanical Failure,0,0,Yes,No,Yes,Tesla,Tesla,2001,2011.0,2020
IN,County 87,5/15/21,0:55,Friday,Residential,Fog,Wet,5,Motorcycle,EV,No,Yes,80,53.0,Male,Male,Fatal,Fatigue,2,2,No,Yes,No,BMW,Nissan,2020,2000.0,2021
CT,County 52,9/21/22,13:30,Saturday,Urban,Windy,Gravel,4,Motorcycle,SUV,Yes,No,43,68.0,Male,Female,Minor Injury,Speeding,0,0,Yes,No,Yes,Audi,BMW,2005,2018.0,2022
NV,County 56,6/9/22,14:32,Sunday,Urban,Windy,Wet,4,Motorcycle,Sedan,No,No,66,57.0,Male,Male,Fatal,Mechanical Failure,2,9,Yes,No,Yes,Ford,Nissan,2010,2019.0,2022
NJ,County 20,6/7/22,10:38,Sunday,Residential,Fog,Icy,1,EV,,Yes,,40,,Female,,Fatal,Distracted Driving,0,1,No,Yes,No,Tesla,,2012,,2022
OK,County 75,1/20/21,18:04,Sunday,Rural,Windy,Icy,4,Truck,Sedan,No,No,72,26.0,Male,Female,No Injury,Speeding,0,0,Yes,No,Yes,Toyota,Kia,2005,2008.0,2021
VA,County 82,1/5/21,16:28,Friday,Residential,Snow,Gravel,1,SUV,,No,,18,,Male,,Severe Injury,Speeding,0,1,Yes,Yes,No,Toyota,,2002,,2021
MT,County 81,3/14/20,15:17,Tuesday,Urban,Fog,Construction Zone,3,SUV,SUV,No,No,36,45.0,Male,Female,Severe Injury,Speeding,0,10,Yes,No,Yes,Toyota,Toyota,2015,2020.0,2020
FL,County 34,12/19/20,12:41,Saturday,Residential,Rain,Icy,5,Motorcycle,Truck,No,No,46,76.0,Female,Male,Minor Injury,Mechanical Failure,0,0,Yes,No,No,BMW,Kia,2011,2013.0,2020
NY,County 33,4/11/20,23:24,Friday,Residential,Rain,Icy,3,Truck,Truck,No,No,44,48.0,Female,Male,Minor Injury,Mechanical Failure,0,0,No,No,No,Hyundai,Chevrolet,2021,2023.0,2020
NC,County 26,8/30/21,17:47,Sunday,Rural,Snow,Construction Zone,4,SUV,Motorcycle,No,No,79,43.0,Female,Female,Minor Injury,Weather,0,0,No,Yes,Yes,Toyota,Audi,2015,2011.0,2021
AL,County 66,6/1/23,9:15,Tuesday,Residential,Windy,Construction Zone,2,Truck,Truck,No,No,47,71.0,Female,Male,Minor Injury,Speeding,0,0,No,No,Yes,Nissan,Toyota,2019,2005.0,2023
MT,County 60,12/4/20,23:52,Monday,Urban,Fog,Wet,3,SUV,EV,No,Yes,41,21.0,Female,Female,Severe Injury,Fatigue,0,7,Yes,No,No,Nissan,Toyota,2007,2017.0,2020
CA,County 54,10/9/20,10:35,Wednesday,Urban,Snow,Dry,2,Sedan,Truck,No,No,59,18.0,Male,Male,Minor Injury,DUI,0,0,No,Yes,Yes,Ford,Audi,2019,2008.0,2020
UT,County 87,11/2/23,7:52,Tuesday,Residential,Windy,Icy,2,Sedan,Sedan,No,No,30,34.0,Male,Female,Fatal,Distracted Driving,1,6,No,Yes,No,Honda,Ford,2017,2013.0,2023
MO,County 24,9/29/23,11:07,Saturday,Urban,Windy,Icy,4,SUV,EV,No,Yes,40,60.0,Female,Female,Minor Injury,Speeding,0,0,No,No,Yes,Kia,Tesla,2018,2007.0,2023
CO,County 62,9/25/23,9:22,Sunday,Highway,Snow,Wet,4,Sedan,Motorcycle,No,No,33,76.0,Male,Male,No Injury,Mechanical Failure,0,0,Yes,Yes,No,Honda,BMW,2003,2004.0,2023
TX,County 41,9/1/22,11:27,Saturday,Rural,Fog,Icy,1,SUV,,No,,70,,Male,,Minor Injury,Weather,0,0,Yes,No,No,Ford,,2000,,2022
AR,County 55,3/15/23,7:05,Friday,Residential,Rain,Dry,2,EV,EV,Yes,Yes,59,25.0,Female,Female,Fatal,Distracted Driving,2,0,No,Yes,Yes,BMW,Audi,2007,2021.0,2023
ID,County 98,3/16/21,8:50,Tuesday,Urban,Snow,Construction Zone,3,Sedan,Truck,No,No,35,23.0,Male,Female,Severe Injury,Mechanical Failure,0,4,No,Yes,Yes,Hyundai,Ford,2023,2007.0,2021
KY,County 17,8/23/22,11:49,Wednesday,Residential,Fog,Gravel,2,EV,EV,Yes,Yes,24,30.0,Female,Female,Fatal,Fatigue,2,10,No,Yes,Yes,Hyundai,Chevrolet,2020,2009.0,2022
SC,County 48,4/5/21,2:56,Monday,Rural,Windy,Gravel,4,Sedan,Sedan,No,No,57,18.0,Female,Male,Fatal,Fatigue,3,9,Yes,No,No,Tesla,Audi,2006,2005.0,2021
NV,County 19,11/4/23,19:05,Saturday,Urban,Windy,Gravel,2,EV,SUV,Yes,No,36,28.0,Male,Female,Fatal,Distracted Driving,3,3,No,No,No,Tesla,Toyota,2011,2004.0,2023
UT,County 58,9/25/22,0:28,Saturday,Highway,Snow,Construction Zone,5,Sedan,Truck,No,No,41,23.0,Female,Female,Minor Injury,Speeding,0,0,Yes,Yes,Yes,Ford,BMW,2023,2016.0,2022
NY,County 72,6/9/23,1:56,Tuesday,Highway,Snow,Dry,2,EV,Truck,Yes,No,80,67.0,Female,Female,Fatal,DUI,5,0,No,Yes,Yes,Honda,BMW,2021,2022.0,2023
MN,County 39,7/4/23,2:34,Saturday,Rural,Rain,Gravel,5,EV,Sedan,Yes,No,21,25.0,Male,Male,No Injury,DUI,0,0,Yes,Yes,No,Tesla,Chevrolet,2007,2008.0,2023
CT,County 70,9/27/21,5:09,Monday,Urban,Rain,Construction Zone,5,SUV,Truck,Yes,No,46,38.0,Male,Male,Fatal,Fatigue,3,8,Yes,No,Yes,BMW,Toyota,2007,2017.0,2021
TX,County 88,6/25/20,20:44,Thursday,Rural,Fog,Construction Zone,1,Motorcycle,,No,,55,,Female,,No Injury,Mechanical Failure,0,0,Yes,Yes,Yes,Toyota,,2011,,2020
KY,County 90,7/23/20,1:30,Monday,Residential,Clear,Gravel,2,Truck,EV,No,Yes,62,19.0,Female,Male,Severe Injury,DUI,0,7,Yes,No,Yes,Tesla,Kia,2002,2019.0,2020
TN,County 39,1/10/22,8:59,Wednesday,Residential,Windy,Gravel,2,EV,Motorcycle,Yes,No,60,59.0,Female,Male,Severe Injury,Mechanical Failure,0,6,No,Yes,Yes,Audi,Audi,2023,2021.0,2022
VT,County 97,10/15/23,16:32,Thursday,Rural,Fog,Wet,5,Truck,Motorcycle,No,No,29,33.0,Female,Female,No Injury,Weather,0,0,Yes,Yes,No,Nissan,Audi,2006,2014.0,2023
WV,County 37,4/5/20,5:46,Tuesday,Rural,Snow,Gravel,1,Truck,,No,,54,,Female,,No Injury,DUI,0,0,No,No,Yes,Chevrolet,,2000,,2020
UT,County 15,5/26/20,14:26,Sunday,Urban,Snow,Wet,1,Truck,,No,,39,,Female,,Severe Injury,Speeding,0,9,No,No,Yes,BMW,,2008,,2020
KY,County 50,10/3/21,12:34,Friday,Residential,Windy,Construction Zone,4,Sedan,SUV,No,No,64,45.0,Male,Male,Minor Injury,Weather,0,0,Yes,No,Yes,BMW,Chevrolet,2022,2002.0,2021
OR,County 24,10/23/20,22:38,Monday,Rural,Fog,Dry,4,Truck,EV,No,Yes,44,51.0,Male,Male,Minor Injury,Speeding,0,0,No,Yes,Yes,Tesla,Hyundai,2014,2005.0,2020
HI,County 36,9/9/22,3:33,Tuesday,Urban,Clear,Construction Zone,1,Motorcycle,,No,,67,,Male,,No Injury,Distracted Driving,0,0,No,No,No,Honda,,2018,,2022
SC,County 77,4/26/20,10:10,Sunday,Rural,Clear,Gravel,1,Sedan,,No,,51,,Female,,Minor Injury,Mechanical Failure,0,0,No,Yes,Yes,Toyota,,2013,,2020
SD,County 88,12/18/23,10:26,Sunday,Rural,Clear,Gravel,2,Sedan,SUV,No,No,75,62.0,Female,Female,Severe Injury,Fatigue,0,6,Yes,No,No,Kia,BMW,2006,2015.0,2023
NC,County 10,6/30/20,18:53,Tuesday,Urban,Fog,Construction Zone,2,Sedan,Sedan,No,No,42,17.0,Female,Male,No Injury,Mechanical Failure,0,0,No,Yes,Yes,Tesla,BMW,2007,2022.0,2020
DE,County 31,6/6/20,15:39,Sunday,Highway,Snow,Construction Zone,1,Sedan,,Yes,,55,,Male,,Severe Injury,Mechanical Failure,0,10,Yes,No,No,Nissan,,2016,,2020
NC,County 29,11/30/21,22:26,Sunday,Rural,Windy,Construction Zone,5,Sedan,SUV,No,No,77,51.0,Male,Male,Severe Injury,Distracted Driving,0,5,Yes,No,No,Tesla,Kia,2022,2023.0,2021
OK,County 9,7/12/23,23:53,Sunday,Highway,Fog,Gravel,2,Sedan,SUV,No,No,40,67.0,Male,Male,No Injury,DUI,0,0,No,No,No,Tesla,Chevrolet,2023,2017.0,2023
IA,County 13,10/4/21,12:13,Sunday,Urban,Windy,Wet,1,Motorcycle,,No,,67,,Female,,Fatal,Fatigue,4,6,No,No,No,Ford,,2020,,2021
WA,County 5,2/25/23,23:39,Friday,Rural,Clear,Gravel,4,SUV,Truck,No,No,27,69.0,Female,Male,Fatal,DUI,1,9,No,Yes,No,Audi,Toyota,2015,2022.0,2023
